"seqnames"	"start"	"end"	"width"	"strand"	"peakName"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"
"chr5"	144615643	144615804	162	"*"	"peak55528"	"Distal Intergenic"	5	144672725	144698388	25664	2	"Tmem130"	"NM_177735"	82584
"chr5"	144616071	144616372	302	"*"	"peak55529"	"Distal Intergenic"	5	144672725	144698388	25664	2	"Tmem130"	"NM_177735"	82016
"chr5"	145020561	145020752	192	"*"	"peak55554"	"Promoter (<=1kb)"	5	145020679	145045566	24888	1	"Arpc1a"	"NM_019767"	0
"chr5"	145168381	145168685	305	"*"	"peak55562"	"Promoter (<=1kb)"	5	145168552	145175132	6581	1	"Zfp655"	"NM_001083958"	0
"chr5"	146731678	146731986	309	"*"	"peak55618"	"Promoter (<=1kb)"	5	146671622	146731766	60145	2	"Usp12"	"NM_011669"	0
"chr5"	148968366	148968515	150	"*"	"peak55751"	"Distal Intergenic"	5	148983512	148988426	4915	2	"Hmgb1"	"NM_001313894"	19911
"chr5"	149024884	149025057	174	"*"	"peak55758"	"Distal Intergenic"	5	148983512	148989867	6356	2	"Hmgb1"	"NM_010439"	-35017
"chr5"	149120850	149121562	713	"*"	"peak55764"	"Promoter (<=1kb)"	5	149121370	149152244	30875	1	"Uspl1"	"NM_001013378"	0
"chr6"	6265855	6266004	150	"*"	"peak55945"	"Intron (NR_136906/Gm20619, intron 1 of 2)"	6	6248659	6377422	128764	1	"Gm20619"	"NR_136905"	17196
"chr6"	6578571	6578769	199	"*"	"peak55950"	"Promoter (<=1kb)"	6	6558275	6578658	20384	2	"Sem1"	"NM_009169"	0
"chr6"	7844473	7844824	352	"*"	"peak55973"	"Promoter (<=1kb)"	6	7845224	7872042	26819	1	"C1galt1"	"NM_052993"	-400
"chr6"	8258962	8259445	484	"*"	"peak55984"	"Promoter (<=1kb)"	6	8255936	8259141	3206	2	"Rpa3"	"NM_026632"	0
"chr6"	8509164	8509480	317	"*"	"peak55988"	"Promoter (<=1kb)"	6	8507059	8509161	2103	2	"A430035B10Rik"	"NR_040452"	-3
"chr6"	11925810	11925959	150	"*"	"peak56008"	"Promoter (<=1kb)"	6	11925880	12008080	82201	1	"Phf14"	"NM_029404"	0
"chr6"	13069665	13069976	312	"*"	"peak56014"	"Promoter (<=1kb)"	6	13069758	13089268	19511	1	"Tmem106b"	"NM_027992"	0
"chr6"	21949206	21949639	434	"*"	"peak56080"	"Promoter (<=1kb)"	6	21949570	21976037	26468	1	"Ing3"	"NM_001311061"	0
"chr6"	24527488	24527826	339	"*"	"peak56108"	"Promoter (<=1kb)"	6	24518661	24527525	8865	2	"Ndufa5"	"NR_154219"	0
"chr6"	29735353	29735540	188	"*"	"peak56193"	"Promoter (<=1kb)"	6	29735496	29761365	25870	1	"Smo"	"NM_176996"	0
"chr6"	34452973	34453328	356	"*"	"peak56380"	"Promoter (<=1kb)"	6	34453291	34482071	28781	1	"Bpgm"	"NM_001363708"	0
"chr6"	35516663	35517001	339	"*"	"peak56420"	"Promoter (<=1kb)"	6	35485759	35516823	31065	2	"Mtpn"	"NM_008098"	0
"chr6"	38528002	38528613	612	"*"	"peak56488"	"Promoter (<=1kb)"	6	38528269	38584147	55879	1	"Luc7l2"	"NM_001170849"	0
"chr6"	41581998	41582466	469	"*"	"peak56587"	"Promoter (<=1kb)"	6	41582445	41597437	14993	1	"Ephb6"	"NM_001146351"	0
"chr6"	42241576	42242257	682	"*"	"peak56597"	"Promoter (<=1kb)"	6	42241919	42259442	17524	1	"Casp2"	"NM_007610"	0
"chr6"	42980041	42980219	179	"*"	"peak56618"	"Distal Intergenic"	6	42932434	42933366	933	1	"Olfr444"	"NM_146656"	47607
"chr6"	47571894	47572365	472	"*"	"peak56654"	"Promoter (<=1kb)"	6	47507208	47571964	64757	2	"Ezh2"	"NM_001146689"	0
"chr6"	47757738	47757891	154	"*"	"peak56663"	"Promoter (<=1kb)"	6	47758558	47758658	101	1	"Rny3"	"NR_024202"	-667
"chr6"	47790216	47790767	552	"*"	"peak56665"	"Promoter (<=1kb)"	6	47773075	47790446	17372	2	"Pdia4"	"NM_001368756"	0
"chr6"	51446759	51447581	823	"*"	"peak56827"	"Promoter (<=1kb)"	6	51437415	51446825	9411	2	"Hnrnpa2b1"	"NM_001374745"	0
"chr6"	54969658	54970262	605	"*"	"peak56991"	"Promoter (<=1kb)"	6	54962080	54969852	7773	2	"Ggct"	"NM_026637"	0
"chr6"	56691623	56692262	640	"*"	"peak57051"	"Promoter (<=1kb)"	6	56691890	56738896	47007	1	"Avl9"	"NM_030235"	0
"chr6"	56900770	56901367	598	"*"	"peak57058"	"Promoter (<=1kb)"	6	56859386	56900917	41532	2	"Nt5c3"	"NM_001360963"	0
"chr6"	57512410	57512845	436	"*"	"peak57061"	"Promoter (<=1kb)"	6	57483487	57512472	28986	2	"Ppm1k"	"NM_175523"	0
"chr6"	57679772	57680470	699	"*"	"peak57063"	"5' UTR"	6	57679440	57716434	36995	1	"Lancl2"	"NM_133737"	332
"chr6"	65019482	65019904	423	"*"	"peak57111"	"Promoter (<=1kb)"	6	65019575	65021187	1613	1	"Smarcad1"	"NM_001355248"	0
"chr6"	65648838	65649004	167	"*"	"peak57117"	"5' UTR"	6	65648595	65683914	35320	1	"Ndnf"	"NM_172399"	243
"chr6"	67243712	67244080	369	"*"	"peak57162"	"Promoter (<=1kb)"	6	67243963	67266286	22324	1	"Serbp1"	"NM_001113564"	0
"chr6"	70801925	70802222	298	"*"	"peak57183"	"Distal Intergenic"	6	70821499	70841809	20311	1	"Eif2ak3"	"NM_001313918"	-19277
"chr6"	71609791	71610603	813	"*"	"peak57228"	"Promoter (<=1kb)"	6	71565954	71609901	43948	2	"Kdm3a"	"NM_001038695"	0
"chr6"	71808080	71808931	852	"*"	"peak57237"	"Promoter (<=1kb)"	6	71808304	71852250	43947	1	"Immt"	"NM_001253681"	0
"chr6"	71885980	71886129	150	"*"	"peak57240"	"Promoter (<=1kb)"	6	71886037	71956344	70308	1	"Polr1a"	"NM_009088"	0
"chr6"	72193672	72193842	171	"*"	"peak57263"	"Intron (NM_153778/Atoh8, intron 2 of 2)"	6	72183161	72212561	29401	2	"Atoh8"	"NM_153778"	18719
"chr6"	72575304	72575634	331	"*"	"peak57289"	"Promoter (<=1kb)"	6	72542905	72575396	32492	2	"Elmod3"	"NM_001253692"	0
"chr6"	82391348	82391497	150	"*"	"peak57379"	"Intron (NM_009313/Tacr1, intron 2 of 5)"	6	82379456	82537085	157630	1	"Tacr1"	"NM_009313"	11892
"chr6"	83294494	83294684	191	"*"	"peak57428"	"Promoter (<=1kb)"	6	83282686	83294586	11901	2	"Mthfd2"	"NM_008638"	0
"chr6"	83302690	83303124	435	"*"	"peak57429"	"Promoter (<=1kb)"	6	83303021	83317931	14911	1	"Mob1a"	"NM_145571"	0
"chr6"	86342392	86342746	355	"*"	"peak57567"	"Promoter (<=1kb)"	6	86342453	86347040	4588	1	"Fam136a"	"NM_001368363"	0
"chr6"	86415225	86415927	703	"*"	"peak57573"	"Promoter (<=1kb)"	6	86415358	86447369	32012	1	"C87436"	"NM_001364555"	0
"chr6"	86966607	86966828	222	"*"	"peak57608"	"3' UTR"	6	86986818	87005443	18626	1	"Nfu1"	"NM_001170591"	-19990
"chr6"	87649103	87649468	366	"*"	"peak57647"	"Promoter (<=1kb)"	6	87605407	87649143	43737	2	"Aplf"	"NM_001372332"	0
"chr6"	88442276	88442490	215	"*"	"peak57699"	"Promoter (<=1kb)"	6	88442391	88474548	32158	1	"Ruvbl1"	"NM_019685"	0
"chr6"	91134065	91134243	179	"*"	"peak57818"	"Intron (NM_144919/Hdac11, intron 1 of 9)"	6	91133797	91151665	17869	1	"Hdac11"	"NM_144919"	268
"chr6"	91556781	91556932	152	"*"	"peak57837"	"Distal Intergenic"	6	91493017	91499602	6586	1	"Lsm3"	"NM_026309"	63764
"chr6"	99810513	99810671	159	"*"	"peak58111"	"Distal Intergenic"	6	99688260	99703353	15094	2	"Prok2"	"NM_015768"	-107160
"chr6"	100784587	100784736	150	"*"	"peak58176"	"Distal Intergenic"	6	100810599	100845678	35080	1	"Ppp4r2"	"NM_182939"	-25863
"chr6"	106745946	106746219	274	"*"	"peak58229"	"Promoter (<=1kb)"	6	106746099	106754642	8544	1	"Trnt1"	"NM_001242360"	0
"chr6"	106776954	106777228	275	"*"	"peak58230"	"Promoter (<=1kb)"	6	106755206	106777048	21843	2	"Crbn"	"NM_021449"	0
"chr6"	108041926	108042770	845	"*"	"peak58238"	"Promoter (<=1kb)"	6	108042006	108054088	12083	1	"Setmar"	"NM_001276356"	0
"chr6"	108189715	108190342	628	"*"	"peak58243"	"Promoter (<=1kb)"	6	108189221	108189879	659	2	"Gm38872"	"NR_167934"	0
"chr6"	108805120	108806070	951	"*"	"peak58266"	"Promoter (<=1kb)"	6	108805602	108836317	30716	1	"Edem1"	"NM_138677"	0
"chr6"	113601157	113601330	174	"*"	"peak58354"	"Exon (NM_009507/Vhl, exon 1 of 3)"	6	113600955	113608595	7641	1	"Vhl"	"NM_009507"	202
"chr6"	115785661	115785816	156	"*"	"peak58440"	"Promoter (<=1kb)"	6	115782475	115785704	3230	2	"Rpl32"	"NM_172086"	0
"chr6"	115830172	115830742	571	"*"	"peak58445"	"Promoter (<=1kb)"	6	115830489	115903660	73172	1	"Ift122"	"NM_001167763"	0
"chr6"	116314784	116315079	296	"*"	"peak58460"	"Promoter (<=1kb)"	6	116314983	116386501	71519	1	"Marchf8"	"NM_001302383"	0
"chr6"	117884635	117884894	260	"*"	"peak58533"	"Promoter (<=1kb)"	6	117884765	117902583	17819	1	"Hnrnpf"	"NM_001166428"	0
"chr6"	118116071	118116566	496	"*"	"peak58546"	"Promoter (<=1kb)"	6	118084414	118116101	31688	2	"Csgalnact2"	"NM_030165"	0
"chr6"	118601402	118601660	259	"*"	"peak58576"	"Exon (NM_001290335/Cacna1c, exon 29 of 42)"	6	118478261	118539232	60972	2	"Ankrd26"	"NM_001081112"	-62170
"chr6"	119825076	119825568	493	"*"	"peak58623"	"Promoter (<=1kb)"	6	119825154	119825977	824	1	"3110021A11Rik"	"NR_030776"	0
"chr6"	120015576	120015898	323	"*"	"peak58632"	"Promoter (<=1kb)"	6	119900930	120015616	114687	2	"Wnk1"	"NM_001185020"	0
"chr6"	120334114	120334580	467	"*"	"peak58648"	"Promoter (<=1kb)"	6	120301283	120334430	33148	2	"Ccdc77"	"NM_026028"	0
"chr6"	121450153	121450390	238	"*"	"peak58717"	"5' UTR"	6	121349886	121450637	100752	2	"Iqsec3"	"NM_001033354"	247
"chr6"	122272862	122273076	215	"*"	"peak58727"	"Exon (NR_163697/Gm6637, exon 2 of 2)"	6	122271065	122273907	2843	1	"Gm6637"	"NR_163697"	1797
"chr6"	124391980	124392481	502	"*"	"peak58775"	"Promoter (<=1kb)"	6	124373775	124392026	18252	2	"Pex5"	"NM_001277805"	0
"chr6"	124688976	124689302	327	"*"	"peak58794"	"Promoter (<=1kb)"	6	124681333	124689141	7809	2	"Emg1"	"NM_013536"	0
"chr6"	125168531	125168914	384	"*"	"peak58831"	"Promoter (<=1kb)"	6	125144970	125168549	23580	2	"Ncapd2"	"NM_146171"	0
"chr6"	125192214	125192626	413	"*"	"peak58833"	"Promoter (<=1kb)"	6	125192544	125199269	6726	1	"Vamp1"	"NM_001080557"	0
"chr6"	126916366	126916740	375	"*"	"peak58914"	"Promoter (<=1kb)"	6	126900380	126916550	16171	2	"Rad51ap1"	"NM_001347455"	0
"chr6"	128177120	128177956	837	"*"	"peak58977"	"Distal Intergenic"	6	128146663	128160766	14104	2	"9330102E08Rik"	"NR_077223"	-16354
"chr6"	129157379	129157789	411	"*"	"peak59018"	"Promoter (<=1kb)"	6	129157578	129163498	5921	1	"Clec2d"	"NM_053109"	0
"chr6"	134897153	134897732	580	"*"	"peak59106"	"Promoter (<=1kb)"	6	134897364	134902488	5125	1	"Cdkn1b"	"NM_009875"	0
"chr6"	134905258	134905857	600	"*"	"peak59108"	"Promoter (<=1kb)"	6	134906055	134928681	22627	1	"Lockd"	"NR_037955"	-198
"chr6"	137178045	137178351	307	"*"	"peak59225"	"Distal Intergenic"	6	137031823	137147494	115672	2	"Rerg"	"NM_181988"	-30551
"chr6"	138241173	138241423	251	"*"	"peak59287"	"Distal Intergenic"	6	138118585	138133752	15168	1	"Mgst1"	"NM_001361309"	122588
"chr6"	143520074	143520226	153	"*"	"peak59453"	"Distal Intergenic"	6	143479691	143481234	1544	2	"4930579D09Rik"	"NR_155418"	-38840
"chr6"	145017381	145017550	170	"*"	"peak59531"	"Intron (NM_007532/Bcat1, intron 1 of 10)"	6	144939561	145021883	82323	2	"Bcat1"	"NM_007532"	4333
"chr6"	145156503	145157050	548	"*"	"peak59541"	"Promoter (<=1kb)"	6	145120598	145156696	36099	2	"Casc1"	"NM_177222"	0
"chr6"	145269379	145269528	150	"*"	"peak59548"	"Distal Intergenic"	6	145333351	145337949	4599	1	"1700073E17Rik"	"NR_003625"	-63823
"chr6"	146478844	146479633	790	"*"	"peak59629"	"Promoter (<=1kb)"	6	146479401	146500696	21296	1	"Fgfr1op2"	"NM_001347513"	0
"chr6"	146626143	146626582	440	"*"	"peak59638"	"Promoter (<=1kb)"	6	146626428	146680306	53879	1	"Stk38l"	"NM_001346666"	0
"chr6"	146944125	146944364	240	"*"	"peak59658"	"Promoter (<=1kb)"	6	146944268	146972400	28133	1	"Mrps35"	"NM_145573"	0
"chr6"	148797430	148798070	641	"*"	"peak59752"	"Promoter (<=1kb)"	6	148743990	148797735	53746	2	"Caprin2"	"NM_001301351"	0
"chr6"	148847889	148848112	224	"*"	"peak59755"	"Promoter (<=1kb)"	6	148822557	148847968	25412	2	"Sinhcaf"	"NM_001361398"	0
"chr7"	3668262	3668748	487	"*"	"peak59815"	"5' UTR"	7	3663106	3668839	5734	2	"Leng1"	"NM_027203"	91
"chr7"	4139813	4140466	654	"*"	"peak59826"	"Promoter (<=1kb)"	7	4129339	4139925	10587	2	"D030047H15Rik"	"NR_033548"	0
"chr7"	6365425	6366390	966	"*"	"peak59940"	"Promoter (<=1kb)"	7	6366307	6385604	19298	1	"Zfp78"	"NM_001025163"	0
"chr7"	12212078	12212321	244	"*"	"peak59998"	"Promoter (<=1kb)"	7	12212232	12216641	4410	1	"Zfp606"	"NM_001039951"	0
"chr7"	16121745	16121934	190	"*"	"peak60101"	"Promoter (<=1kb)"	7	16054161	16121821	67661	2	"Sae1"	"NM_001285891"	0
"chr7"	16472111	16472404	294	"*"	"peak60128"	"Promoter (<=1kb)"	7	16472369	16483215	10847	1	"Ap2s1"	"NM_198613"	0
"chr7"	24246267	24246646	380	"*"	"peak60330"	"5' UTR"	7	24246124	24272863	26740	1	"Xrcc1"	"NM_009532"	143
"chr7"	25095052	25095270	219	"*"	"peak60410"	"5' UTR"	7	25078952	25095412	16461	2	"Lipe"	"NM_010719"	142
"chr7"	27186193	27186566	374	"*"	"peak60503"	"Promoter (<=1kb)"	7	27186378	27189739	3362	1	"Sertad1"	"NM_018820"	0
"chr7"	28038084	28038384	301	"*"	"peak60564"	"Promoter (<=1kb)"	7	28014321	28038144	23824	2	"Supt5"	"NM_013676"	0
"chr7"	28049933	28050241	309	"*"	"peak60566"	"Promoter (<=1kb)"	7	28050114	28052123	2010	1	"Rps16"	"NM_013647"	0
"chr7"	28092075	28092467	393	"*"	"peak60569"	"Promoter (<=1kb)"	7	28084672	28092115	7444	2	"Med29"	"NM_026042"	0
"chr7"	28937537	28937854	318	"*"	"peak60631"	"Promoter (<=1kb)"	7	28937748	28946957	9210	1	"Yif1b"	"NM_001110201"	0
"chr7"	30134688	30134898	211	"*"	"peak60706"	"3' UTR"	7	30134405	30145007	10603	2	"Aplp1"	"NM_007467"	10109
"chr7"	34088983	34089605	623	"*"	"peak60797"	"Promoter (<=1kb)"	7	34043569	34089130	45562	2	"Lsm14a"	"NM_001360654"	0
"chr7"	34934186	34934408	223	"*"	"peak60852"	"Downstream (1-2kb)"	7	34900303	34914770	14468	2	"Lrp3"	"NM_001024707"	-19416
"chr7"	35033141	35033689	549	"*"	"peak60862"	"Promoter (<=1kb)"	7	35033662	35091712	58051	1	"Rhpn2"	"NM_027897"	0
"chr7"	37806972	37807453	482	"*"	"peak61005"	"Promoter (<=1kb)"	7	37797409	37806915	9507	2	"Ccne1"	"NM_007633"	-57
"chr7"	37970733	37970920	188	"*"	"peak61018"	"Promoter (<=1kb)"	7	37962244	37970772	8529	2	"Pop4"	"NM_025390"	0
"chr7"	39166856	39167581	726	"*"	"peak61022"	"Promoter (<=1kb)"	7	39167190	39189839	22650	1	"Zfp619"	"NM_001004139"	0
"chr7"	39193659	39194089	431	"*"	"peak61023"	"Promoter (<=1kb)"	7	39193854	39230014	36161	1	"Gm33989"	"NM_001378666"	0
"chr7"	42155084	42155281	198	"*"	"peak61084"	"Promoter (<=1kb)"	7	42122810	42155177	32368	2	"Zfp141"	"NM_001309388"	0
"chr7"	42962455	42962946	492	"*"	"peak61101"	"Promoter (<=1kb)"	7	42945947	42962724	16778	2	"Zfp715"	"NM_001357811"	0
"chr7"	45044895	45045490	596	"*"	"peak61237"	"Promoter (<=1kb)"	7	45025878	45045166	19289	2	"Snrnp70"	"NM_009224"	0
"chr7"	46657956	46658364	409	"*"	"peak61329"	"Promoter (<=1kb)"	7	46658302	46658756	455	1	"Gm32031"	"NR_166573"	0
"chr7"	58878102	58878822	721	"*"	"peak61523"	"Promoter (<=1kb)"	7	58878498	58960584	82087	1	"Ube3a"	"NM_001033962"	0
"chr7"	63060458	63060614	157	"*"	"peak61550"	"Intron (NR_131089/4930554H23Rik, intron 5 of 9)"	7	62994440	63094277	99838	2	"4930554H23Rik"	"NR_131089"	33663
"chr7"	63063135	63063284	150	"*"	"peak61551"	"Intron (NR_131089/4930554H23Rik, intron 5 of 9)"	7	62994440	63094277	99838	2	"4930554H23Rik"	"NR_131089"	30993
"chr7"	64002957	64003155	199	"*"	"peak61608"	"Intron (NM_177893/Fan1, intron 10 of 13)"	7	63995133	64023804	28672	2	"Fan1"	"NM_177893"	20649
"chr7"	64522478	64522913	436	"*"	"peak61648"	"Promoter (<=1kb)"	7	64521430	64522788	1359	2	"Nsmce3"	"NM_023239"	0
"chr7"	66339315	66340102	788	"*"	"peak61770"	"Promoter (<=1kb)"	7	66339637	66367004	27368	1	"Lins1"	"NM_001191001"	0
"chr7"	67022508	67023253	746	"*"	"peak61804"	"Promoter (<=1kb)"	7	66880911	67022606	141696	2	"Mef2a"	"NM_001033713"	0
"chr7"	67294724	67295450	727	"*"	"peak61818"	"Promoter (<=1kb)"	7	67163158	67294984	131827	2	"Lrrc28"	"NM_175124"	0
"chr7"	67409575	67409739	165	"*"	"peak61826"	"Promoter (<=1kb)"	7	67379909	67409490	29582	2	"Synm"	"NM_207663"	-85
"chr7"	69900023	69900193	171	"*"	"peak61904"	"Intron (NR_131145/Gm29683, intron 1 of 3)"	7	69828616	69987570	158955	2	"Gm29683"	"NR_131145"	87377
"chr7"	73187395	73187868	474	"*"	"peak61974"	"Intron (NM_001081345/Chd2, intron 2 of 38)"	7	73076400	73191494	115095	2	"Chd2"	"NM_001081345"	3626
"chr7"	73191423	73191587	165	"*"	"peak61975"	"Promoter (<=1kb)"	7	73076400	73191494	115095	2	"Chd2"	"NM_001081345"	0
"chr7"	73208022	73208686	665	"*"	"peak61976"	"Promoter (<=1kb)"	7	73189546	73208143	18598	2	"Chaserr"	"NR_037569"	0
"chr7"	73267719	73268676	958	"*"	"peak61982"	"Distal Intergenic"	7	73189546	73208143	18598	2	"Chaserr"	"NR_037569"	-59576
"chr7"	79115903	79116182	280	"*"	"peak62140"	"Promoter (<=1kb)"	7	79095979	79116021	20043	2	"Polg"	"NM_001360095"	0
"chr7"	79943906	79944313	408	"*"	"peak62197"	"Promoter (<=1kb)"	7	79944199	79966007	21809	1	"Prc1"	"NM_001285997"	0
"chr7"	80184755	80185061	307	"*"	"peak62215"	"Promoter (<=1kb)"	7	80104741	80184867	80127	2	"Blm"	"NM_001042527"	0
"chr7"	80898657	80898893	237	"*"	"peak62265"	"Intron (NM_008803/Pde8a, intron 1 of 21)"	7	80863013	80984283	121271	1	"Pde8a"	"NM_008803"	35644
"chr7"	81439082	81439581	500	"*"	"peak62292"	"Promoter (<=1kb)"	7	81431935	81439203	7269	2	"3110040N11Rik"	"NM_001370770"	0
"chr7"	83109952	83110101	150	"*"	"peak62367"	"Distal Intergenic"	7	83234139	83272917	38779	1	"Tmc3"	"NM_177695"	-124038
"chr7"	83801306	83801499	194	"*"	"peak62400"	"Promoter (<=1kb)"	7	83801348	83844334	42987	1	"LOC117997403"	"NR_169135"	0
"chr7"	89779132	89779537	406	"*"	"peak62481"	"Promoter (<=1kb)"	7	89774044	89779144	5101	2	"2310010J17Rik"	"NR_046007"	0
"chr7"	90091811	90092169	359	"*"	"peak62488"	"Promoter (<=1kb)"	7	90091989	90097251	5263	1	"Crebzf"	"NM_145151"	0
"chr7"	90125026	90125808	783	"*"	"peak62490"	"Promoter (<=1kb)"	7	90118041	90125203	7163	2	"Tmem126b"	"NM_026734"	0
"chr7"	92286225	92286452	228	"*"	"peak62502"	"Promoter (<=1kb)"	7	92233391	92286350	52960	2	"Ankrd42"	"NM_028665"	0
"chr7"	92319017	92319648	632	"*"	"peak62504"	"Promoter (<=1kb)"	7	92292920	92319120	26201	2	"Pcf11"	"NM_029078"	0
"chr7"	92390456	92390948	493	"*"	"peak62506"	"Promoter (<=1kb)"	7	92389914	92390667	754	2	"4632427E13Rik"	"NR_015510"	0
"chr7"	96616427	96616654	228	"*"	"peak62567"	"Intron (NM_153591/Nars2, intron 4 of 13)"	7	96600734	96713964	113231	1	"Nars2"	"NM_153591"	15693
"chr7"	97020725	97020918	194	"*"	"peak62575"	"Promoter (<=1kb)"	7	97020824	97041365	20542	1	"Alg8"	"NM_199035"	0
"chr7"	98351983	98352492	510	"*"	"peak62630"	"Promoter (<=1kb)"	7	98331543	98352135	20593	2	"Gm15506"	"NR_144495"	0
"chr7"	99132777	99133093	317	"*"	"peak62670"	"Promoter (<=1kb)"	7	99127104	99132916	5813	2	"Rps3"	"NM_012052"	0
"chr7"	100334377	100334526	150	"*"	"peak62728"	"Distal Intergenic"	7	100355842	100490837	134996	1	"Fam168a"	"NM_001362169"	-21316
"chr7"	100757118	100757860	743	"*"	"peak62743"	"Promoter (<=1kb)"	7	100757982	100933612	175631	1	"Fchsd2"	"NM_001146010"	-122
"chr7"	101312735	101313099	365	"*"	"peak62765"	"Promoter (<=1kb)"	7	101312958	101439375	126418	1	"Clpb"	"NM_009191"	0
"chr7"	105385581	105385916	336	"*"	"peak62870"	"Promoter (<=1kb)"	7	105385797	105392132	6336	1	"Ilk"	"NM_001161724"	0
"chr7"	105459915	105460631	717	"*"	"peak62875"	"Promoter (<=1kb)"	7	105452989	105460294	7306	2	"Mrpl17"	"NM_025301"	0
"chr7"	107630717	107630919	203	"*"	"peak62908"	"Exon (NM_146734/Olfr478, exon 2 of 2)"	7	107630502	107633174	2673	2	"Olfr478"	"NM_146734"	2255
"chr7"	109118110	109118698	589	"*"	"peak62944"	"Promoter (<=1kb)"	7	109118402	109121576	3175	1	"Rpl27a"	"NM_011975"	0
"chr7"	109660466	109661349	884	"*"	"peak62969"	"Promoter (<=1kb)"	7	109660909	109694599	33691	1	"Zfp143"	"NM_009281"	0
"chr7"	110681655	110682012	358	"*"	"peak63012"	"5' UTR"	7	110667192	110682237	15046	2	"Eif4g2"	"NM_001040131"	225
"chr7"	113875052	113875526	475	"*"	"peak63149"	"Promoter (<=1kb)"	7	113863785	113875351	11567	2	"Psma1"	"NM_011965"	0
"chr7"	115692282	115693029	748	"*"	"peak63188"	"Promoter (<=1kb)"	7	115692615	115704445	11831	1	"1110004F10Rik"	"NM_019772"	0
"chr7"	116103417	116103762	346	"*"	"peak63206"	"Promoter (<=1kb)"	7	116103604	116139823	36220	1	"Nucb2"	"NM_001130479"	0
"chr7"	116962800	116963017	218	"*"	"peak63247"	"Distal Intergenic"	7	116980214	117266853	286640	1	"Xylt1"	"NM_175645"	-17197
"chr7"	117728573	117729254	682	"*"	"peak63287"	"Promoter (<=1kb)"	7	117718113	117728848	10736	2	"Arl6ip1"	"NM_019419"	0
"chr7"	120633465	120633897	433	"*"	"peak63399"	"Promoter (<=1kb)"	7	120633668	120676058	42391	1	"Mettl9"	"NM_021554"	0
"chr7"	121333424	121333601	178	"*"	"peak63434"	"Promoter (<=1kb)"	7	121333702	121367705	34004	1	"Scnn1g"	"NM_011326"	-101
"chr7"	121666065	121666701	637	"*"	"peak63451"	"Promoter (<=1kb)"	7	121633385	121666309	32925	2	"Ears2"	"NM_026140"	0
"chr7"	122270044	122270561	518	"*"	"peak63491"	"Promoter (<=1kb)"	7	122270967	122368616	97650	1	"Cacng3"	"NM_019430"	-406
"chr7"	122413779	122414033	255	"*"	"peak63501"	"Distal Intergenic"	7	122270967	122368616	97650	1	"Cacng3"	"NM_019430"	142812
"chr7"	124660966	124661137	172	"*"	"peak63596"	"Distal Intergenic"	7	124930954	124948958	18005	2	"4933440M02Rik"	"NR_045803"	287821
"chr7"	125090571	125090899	329	"*"	"peak63621"	"Promoter (<=1kb)"	7	125066816	125090615	23800	2	"Nsmce1"	"NM_001360659"	0
"chr7"	126483599	126484243	645	"*"	"peak63715"	"Promoter (<=1kb)"	7	126464849	126484139	19291	2	"Taok2"	"NM_001163774"	0
"chr7"	127187657	127187987	331	"*"	"peak63772"	"Promoter (<=1kb)"	7	127181555	127187767	6213	2	"Ccdc189"	"NM_001033040"	0
"chr7"	127376070	127376333	264	"*"	"peak63782"	"Promoter (<=1kb)"	7	127376561	127399291	22731	1	"Setd1a"	"NM_178029"	-228
"chr7"	127566248	127566849	602	"*"	"peak63795"	"Promoter (<=1kb)"	7	127566651	127581203	14553	1	"Fus"	"NM_001347649"	0
"chr7"	130121087	130121582	496	"*"	"peak63929"	"Promoter (<=1kb)"	7	129993224	130121310	128087	2	"Ate1"	"NM_001136054"	0
"chr7"	130470383	130470547	165	"*"	"peak63957"	"Intron (NM_001346515/Plekha1, intron 1 of 12)"	7	130467617	130515038	47422	1	"Plekha1"	"NM_001382379"	2766
"chr7"	130964328	130964946	619	"*"	"peak63974"	"Promoter (<=1kb)"	7	130943340	130964455	21116	2	"2310057M21Rik"	"NM_026655"	0
"chr7"	133197363	133197512	150	"*"	"peak64091"	"Intron (NM_028654/Tex36, intron 1 of 3)"	7	133188753	133203844	15092	2	"Tex36"	"NM_028654"	6332
"chr7"	134078392	134078563	172	"*"	"peak64138"	"Distal Intergenic"	7	133867991	133978560	110570	2	"D7Ertd443e"	"NM_001081331"	-99832
"chr7"	135538678	135538827	150	"*"	"peak64220"	"Distal Intergenic"	7	135455848	135457705	1858	1	"6330420H09Rik"	"NR_166518"	82830
"chr7"	137012122	137012611	490	"*"	"peak64292"	"Promoter (<=1kb)"	7	136977298	137012485	35188	2	"9430038I01Rik"	"NM_029886"	0
"chr7"	143433635	143433784	150	"*"	"peak64678"	"Intron (NM_001369834/Acte1, intron 4 of 9)"	7	143420626	143451249	30624	1	"Acte1"	"NM_001369837"	13009
"chr8"	15969728	15969877	150	"*"	"peak65268"	"Intron (NM_053171/Csmd1, intron 59 of 69)"	8	16218771	16218852	82	2	"Mir3106"	"NR_037214"	248975
"chr8"	18572162	18572311	150	"*"	"peak65310"	"Distal Intergenic"	8	18645147	18853204	208058	1	"Mcph1"	"NM_173189"	-72836
"chr8"	18896108	18896491	384	"*"	"peak65325"	"Promoter (<=1kb)"	8	18896295	18934429	38135	1	"Agpat5"	"NM_026792"	0
