name,Fold_change,log2FC,Pvalue,VIP,regulated
12-Ketodeoxycholic acid,0.739957348,-0.434485981,0.33918898,0.504317884,unchanged
Capsidiol,0.739635831,-0.435112979,0.029857504,0.97254991,unchanged
Glucosylceramide (d18:1/20:0),0.73863831,-0.437060003,0.247122777,0.542680547,unchanged
Antibiotic X 14889C,0.738388917,-0.437547197,0.015330061,1.117887963,unchanged
14-HDoHE,0.738371865,-0.437580514,0.000664326,1.480216964,unchanged
(R)-14-Methyloxacyclotetradecan-2-one,0.737865845,-0.438569557,0.002603165,1.339497105,unchanged
N-Acetylvanilalanine,0.737352656,-0.439573309,0.011367985,1.137399178,unchanged
L-Leucine,0.73697476,-0.440312884,0.004161382,1.249209383,unchanged
Neosaxitoxin,0.736894489,-0.440470031,0.277911637,0.49262798,unchanged
4-Hydroxy-2-butenoic acid gamma-lactone,0.736563984,-0.44111724,0.011869758,1.1590709,unchanged
20-Hydroxy-leukotriene E4,0.736507733,-0.441227422,0.032802389,0.981082603,unchanged
"PE(DiMe(11,3)/DiMe(13,5))",0.736276111,-0.441681202,0.021109392,1.093464674,unchanged
Megastigmatrienone,0.73576074,-0.442691399,0.153604215,0.627273144,unchanged
Palmitic acid,0.73566064,-0.44288769,0.000558842,1.454978779,unchanged
Ichangin 4-glucoside,0.735297959,-0.443599114,0.033334219,1.01336399,unchanged
Degalloyltheaflavonin,0.734168235,-0.445817399,0.003917039,1.284394093,unchanged
19-Hydroxycinnzeylanol 19-glucoside,0.733746644,-0.446646094,0.210890827,0.625317425,unchanged
Erythromycin,0.73288734,-0.448336652,0.09763522,0.781600512,unchanged
(Z)-3-Oxo-2-(2-pentenyl)-1-cyclopenteneacetic acid,0.732012021,-0.450060755,0.01582436,1.084588602,unchanged
Tetrahydropteridine,0.731659771,-0.450755157,3.93E-05,1.612485411,unchanged
trans-3-Feruloylcorosolic acid,0.731579575,-0.450913298,0.149902109,0.681249716,unchanged
2'-O-methylcytidine,0.730949072,-0.452157203,0.152061266,0.728320388,unchanged
LPA(0:0/16:0),0.730489602,-0.453064358,1.74E-06,1.724453928,unchanged
Panaquinquecol 4,0.73003265,-0.453967107,0.164206924,0.63766656,unchanged
"6-O-phosphonato-D-glucono-1,5-lactone(2-)",0.729912187,-0.454205186,0.027130268,1.02437448,unchanged
L-Carnitine,0.72987691,-0.454274913,6.20E-05,1.572392762,unchanged
Lumichrome,0.729811346,-0.454404516,0.001297206,1.387692214,unchanged
6-Epi-7-isocucurbic acid glucoside,0.72821045,-0.457572651,0.43087717,0.346597979,unchanged
Isomorellic acid,0.728192415,-0.457608381,0.554740664,0.344715439,unchanged
"5,6-Dihydroyangonin",0.727343865,-0.459290509,0.523614034,0.334505723,unchanged
"(E,E)-Boviquinone 3",0.726586928,-0.460792684,0.417406453,0.37261252,unchanged
Rubraflavone B,0.726196285,-0.461568544,0.012098723,1.110342534,unchanged
"LysoPE(0:0/20:3(11Z,14Z,17Z))",0.725981518,-0.461995273,0.000588582,1.497387289,unchanged
"(3b,6a,12b,17a,20S)-Dammar-24-ene-3,6,12,17,20-pentol 20-[glucosyl-(1->2)-[rhamnosyl-(1->6)]-glucoside] 6-xyloside",0.725713196,-0.462528592,0.007894049,1.153026472,unchanged
"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))",0.725271814,-0.463406311,0.00013652,1.546856888,unchanged
N-Desmethyltramadol,0.725063301,-0.463821141,0.004965668,1.258157628,unchanged
"Menthone 1,2-glyceryl ketal",0.724762003,-0.464420774,0.000240692,1.533836964,unchanged
"PGP(16:1(9Z)/20:3(5Z,8Z,11Z))",0.723846869,-0.46624357,0.416385401,0.378419065,unchanged
2-Hydroxy-4-methylbenzaldehyde,0.72371641,-0.46650361,0.018453711,1.069583873,unchanged
Scopoletin,0.722884441,-0.468163055,0.00459629,1.261611901,unchanged
3-hydroxypentadecanoyl carnitine,0.722768772,-0.468393921,2.04E-05,1.614541822,unchanged
N-Oleoyl tyrosine,0.722587253,-0.46875629,0.005483889,1.16826221,unchanged
N2-Fructopyranosylarginine,0.722360606,-0.469208877,0.000364947,1.470390122,unchanged
LysoPC(16:1(9Z)),0.722034788,-0.469859747,0.00346132,1.252883126,unchanged
Lysyl-Valine,0.721650608,-0.470627579,0.035517908,0.976455449,unchanged
"3-(2-Methylpropylidene)-3alpha,4-dihydro-1(3H)-isobenzofuranone",0.720855398,-0.472218209,0.241440101,0.561296629,unchanged
DG(14:0/0:0/18:2n6),0.720489351,-0.472950987,0.000432765,1.42453765,unchanged
N6-Carbamoyl-L-threonyladenosine,0.720098877,-0.473733079,0.012886534,1.112086681,unchanged
4-Ethylbenzoic acid,0.719188082,-0.475558982,0.149099546,0.736152293,unchanged
"PC(DiMe(13,5)/MonoMe(13,5))",0.717853453,-0.478238741,0.027760311,0.98441499,unchanged
Rebaudioside B,0.717735084,-0.47847665,0.001357672,1.395908119,unchanged
Annuolide C,0.717110042,-0.479733575,0.00228424,1.325375671,unchanged
Phytosphingosine-1-P,0.716820888,-0.480315418,0.338927298,0.45478267,unchanged
"DG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/0:0)",0.71678508,-0.480387487,0.252719813,0.563903479,unchanged
Lc3Cer,0.716146034,-0.481674288,0.000569703,1.414015949,unchanged
Grayanotoxin I,0.716089754,-0.481787671,0.00183913,1.379198069,unchanged
Ethyl 2-benzylacetoacetate,0.716078941,-0.481809455,0.015348707,1.133717189,unchanged
Ixocarpanolide,0.71583222,-0.482306614,0.003516813,1.266124822,unchanged
LysoPE(20:1(11Z)/0:0),0.715031894,-0.483920501,0.043715236,0.906967364,unchanged
11-Dihydro-12-norneoquassin,0.713630465,-0.486750889,0.217183831,0.565186032,unchanged
2-Hydroxylauroylcarnitine,0.713492685,-0.487029455,0.002444814,1.310656608,unchanged
Arginyl-Histidine,0.713276383,-0.487466889,0.000293671,1.539677665,unchanged
Goshonoside F4,0.712579528,-0.488877059,0.001537643,1.408798812,unchanged
N-(1-Deoxy-1-fructosyl)tyrosine,0.711832027,-0.490391251,0.180134214,0.67748768,unchanged
Serratol,0.711719975,-0.490618367,0.000388595,1.52234399,unchanged
PE(15:0/16:1(9Z)),0.711643739,-0.49077291,0.008361473,1.225571875,unchanged
TR-Saponin C,0.711272336,-0.491526042,0.003852782,1.243817818,unchanged
13S-hydroxyoctadecadienoic acid,0.711142909,-0.491788587,0.34769903,0.424286686,unchanged
Phendimetrazine,0.709786799,-0.494542353,0.20833177,0.587427643,unchanged
PE(14:0/P-16:0),0.709759397,-0.494598049,0.288261225,0.553895009,unchanged
Neogitogenin 3-[glucosyl-(1->2)-glucosyl-(1->4)-galactoside],0.708682097,-0.496789491,0.008025452,1.163076751,unchanged
Citreoviridin C,0.708381558,-0.497401442,2.67E-05,1.616563668,unchanged
"24,25,26,27-Tetranor-23-oxo-hydroxyvitamin D3",0.708279746,-0.497608808,0.076726112,0.839514064,unchanged
Simmondsin 2'-ferulate,0.708001923,-0.498174815,0.09138595,0.775575712,unchanged
7-Sulfocholic acid,0.707840946,-0.498502876,0.006326998,1.226748762,unchanged
Octanal,0.707750033,-0.498688183,0.09539786,0.819338646,unchanged
3-hydroxyicosanoic Acid,0.707457803,-0.499283995,0.036274543,0.921534807,unchanged
Trihexosylceramide (d18:1/24:0),0.707292146,-0.499621854,0.072617232,0.871954708,unchanged
"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.706533586,-0.501169951,0.000355894,1.479208797,unchanged
DHAP(6:0),0.705410619,-0.5034648,0.279349632,0.504744833,unchanged
SM(d18:0/14:1(9Z)(OH)),0.705310547,-0.503669481,0.259481512,0.583399603,unchanged
3-hydroxyundecanoyl carnitine,0.705274114,-0.503744005,0.145886336,0.665435722,unchanged
Pyrogallol-2-O-glucuronide,0.704837873,-0.504636648,0.480184581,0.378723738,unchanged
Pipercitine,0.704556987,-0.505211694,0.001852606,1.351573167,unchanged
"(3xi,6E)-1,7-Diphenyl-6-hepten-3-ol",0.704187573,-0.505968327,0.012134422,1.118775396,unchanged
Isocolumbin,0.703646258,-0.507077766,0.061510421,0.843584625,unchanged
Stearyl citrate,0.702897846,-0.50861306,0.001401767,1.359668315,unchanged
Threoninyl-Cysteine,0.702693481,-0.50903258,2.90E-05,1.635896208,unchanged
Etizolam,0.702637368,-0.50914779,0.000485989,1.515420042,unchanged
(25R)-3beta-hydroxycholest-5-en-7-one-26-oate,0.702320808,-0.509797915,0.006547474,1.224706267,unchanged
Maduramicin,0.70206286,-0.510327886,0.187775059,0.617425759,unchanged
Myricanone,0.700398067,-0.513752992,0.000250868,1.504070952,unchanged
(S)-Edulinine,0.700367674,-0.513815599,0.000951754,1.413264339,unchanged
5-Hydroxyindole-3-acetic acid,0.699835147,-0.514912974,0.011044088,1.108778079,unchanged
Ginsenoside Rh3,0.699822733,-0.514938564,0.16482533,0.639533476,unchanged
Cilazapril,0.699799243,-0.514986991,0.460026907,0.354151024,unchanged
3-O-p-trans-Coumaroylalphitolic acid,0.69922364,-0.516174133,0.080745354,0.83205953,unchanged
Annoglabasin E,0.699030516,-0.516572657,0.000865203,1.378484109,unchanged
"Ergostane-3,6-dione",0.698675499,-0.517305546,0.004635837,1.256353438,unchanged
4-Guanidinobutanoic acid,0.698397458,-0.517879787,0.066543995,0.913323029,unchanged
Polypodoside C,0.697492341,-0.519750719,0.000782436,1.399201704,unchanged
Desacetyllaurenobiolide,0.696891683,-0.520993657,0.000133688,1.516205811,unchanged
Glycyl-Threonine,0.695757262,-0.523344034,0.00280341,1.335243695,unchanged
3-Hydroxy-beta-ionone,0.695121064,-0.524663832,2.44E-05,1.608598886,unchanged
Securinine,0.694892419,-0.525138454,0.000174677,1.558476825,unchanged
LysoPC(14:0),0.694889582,-0.525144343,0.016537413,1.051771763,unchanged
"3-(1,1-Dimethylallyl)herniarin",0.693732999,-0.527547584,0.00299034,1.360663944,unchanged
Clocortolone,0.693682612,-0.527652372,0.179325831,0.612221375,unchanged
"LysoPE(0:0/20:4(8Z,11Z,14Z,17Z))",0.69293724,-0.529203403,0.021288628,1.035121166,unchanged
Cortolone,0.692704721,-0.529687588,0.055899676,0.920755113,unchanged
Arginyl-Glutamine,0.692229432,-0.530677811,0.109936661,0.729510817,unchanged
"(E,E)-2,6-Octadienal",0.692019106,-0.531116224,0.000239964,1.532952873,unchanged
Sorbitan palmitate,0.691724631,-0.531730265,0.000475729,1.433732177,unchanged
(R)-3-Hydroxy-Octadecanoic acid,0.691651488,-0.531882825,0.001902778,1.435614053,unchanged
Anatabine,0.690518371,-0.534248298,0.032869355,0.990094408,unchanged
1-nonadecanoyl-glycero-3-phosphate,0.690367986,-0.534562529,0.021078357,1.008234585,unchanged
Helianthoside A,0.689057663,-0.537303376,0.001061837,1.392838272,unchanged
Lippioside I,0.688979242,-0.537467577,0.688343215,0,unchanged
N6-Galacturonyl-L-lysine,0.688621307,-0.538217274,0.000380262,1.55638931,unchanged
25-Cinnamoyl-vulgaroside,0.688392944,-0.538695784,4.43E-05,1.550215564,unchanged
"5b-Cholestane-3a,7a,12a,23S,25-pentol",0.688341612,-0.538803368,0.000186877,1.511217699,unchanged
Frovatriptan,0.688218955,-0.539060467,0.015843225,1.075453882,unchanged
Physagulin G,0.68813022,-0.539246492,0.041628437,1.01637954,unchanged
3-Hydroxy-1-phenyl-1-hexadecanone,0.687987567,-0.539545601,0.089624969,0.824480947,unchanged
Phenylacetylglycine,0.687945883,-0.539633015,0.027878856,1.021843709,unchanged
Ginsenoside Rh2,0.687708823,-0.540130239,0.09751697,0.759180855,unchanged
3-Hydroxystigmast-5-en-7-one,0.68765429,-0.540244645,0.310689508,0.453630989,unchanged
PC(18:1(9Z)e/2:0),0.687068934,-0.541473242,0.000592305,1.40867489,unchanged
"4,5-Dihydropiperlonguminine",0.686301422,-0.543085751,0.28869096,0.496524535,unchanged
Dodecanal dimethyl acetal,0.685332181,-0.545124663,1.61E-05,1.673327372,unchanged
Hovenoside D,0.68517739,-0.54545055,0.000691302,1.435948256,unchanged
"LysoPC(22:2(13Z,16Z))",0.682831159,-0.550399203,0.003438845,1.288582928,unchanged
Achyranthoside D,0.681606451,-0.552989105,0.027628695,1.07524625,unchanged
Cyanidin 3-glucoside,0.681591063,-0.553021676,0.358604039,0.454157071,unchanged
Protopine,0.681562931,-0.553081223,0.015838205,1.072719698,unchanged
Alizapride,0.680725283,-0.554855401,0.147095413,0.656949366,unchanged
Dukunolide B,0.680676856,-0.554958039,6.01E-05,1.615799972,unchanged
"(3beta,17alpha,23S,24S)-17,23-Epoxy-3,24,29-trihydroxy-27-norlanost-8-en-15-one",0.680421982,-0.555498345,0.001367989,1.339988826,unchanged
N-Acetyl-S-(N-methylcarbamoyl)cysteine,0.677015054,-0.562740181,0.028527142,1.009322605,unchanged
Ganoderic acid C2,0.676663104,-0.563490369,0.182786708,0.587751077,unchanged
"11,13-Dihydrotaraxinic acid glucosyl ester",0.676613817,-0.563595456,0.000170156,1.52024548,unchanged
Ganoderic acid Mc,0.675617737,-0.565720891,0.00277245,1.370791565,unchanged
Testosterone,0.675285451,-0.56643062,0.499298048,0.339065074,unchanged
"DG(14:0/20:2(11Z,14Z)/0:0)",0.674805748,-0.567455833,1.99E-05,1.737537882,unchanged
"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde",0.672735493,-0.57188872,0.007610033,1.166702162,unchanged
Aspartylglycosamine,0.67265495,-0.572061455,0.003969421,1.254459625,unchanged
Gamma-linolenyl carnitine,0.671283716,-0.57500545,0.002487162,1.368590995,unchanged
Desmosflavone,0.671255659,-0.575065749,8.33E-05,1.625214444,unchanged
Tridecanoic acid,0.670536515,-0.576612196,0.021234362,1.130818833,unchanged
"PE(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))",0.670129604,-0.577487953,0.364195235,0.409855805,unchanged
Vinaginsenoside R1,0.66847054,-0.581064114,0.002760259,1.364111294,unchanged
Isopulegone caffeate,0.668231997,-0.58157903,0.039483459,0.957900621,unchanged
beta-Casomorphin (1-6),0.668212387,-0.581621368,0.005112198,1.290570897,unchanged
N-desmethylclarithromycin,0.668116732,-0.581827905,0.072781469,0.880321177,unchanged
2-(3-Carboxy-3-(methylammonio)propyl)-L-histidine,0.667968441,-0.582148152,0.010796569,1.128905502,unchanged
"all-trans-3,4-Didehydroretinoate",0.667784118,-0.582546312,4.17E-05,1.56383457,unchanged
Prenol,0.66719429,-0.583821154,0.001334914,1.361764711,unchanged
Janthitrem B,0.66715404,-0.583908189,0.000180584,1.522047543,unchanged
Molindone,0.666510168,-0.585301211,0.000268929,1.538159429,unchanged
Azlocillin,0.66526891,-0.587990482,0.163086126,0.689453944,unchanged
Allyl undecylenate,0.663795222,-0.591189851,0.003139599,1.269806617,unchanged
Lisdexamfetamine,0.662706366,-0.593558316,0.000771812,1.390646292,unchanged
"DG(14:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",0.662207879,-0.594643919,0.010770938,1.131476647,unchanged
Tetracosanoic acid,0.661348864,-0.596516595,0.003533982,1.297867147,unchanged
3-Methoxy-4-hydroxyphenylglycol glucuronide,0.660887831,-0.597522664,0.02711192,1.04870198,unchanged
Acepromazine,0.660580633,-0.598193423,0.003941056,1.242556444,unchanged
Ganglioside GA2 (d18:1/20:0),0.660531818,-0.598300036,0.170839967,0.64385685,unchanged
Sinapine,0.660042639,-0.599368869,0.001133121,1.464456336,unchanged
5-Phosphoribosyl-4-carboxy-5-aminoimidazole,0.659403438,-0.600766685,0.606015495,0.248665456,unchanged
Janthitrem G,0.659376878,-0.600824796,0.110356177,0.80543379,unchanged
Tragopogonsaponin L,0.659241299,-0.60112147,0.000356681,1.440771465,unchanged
7b-Hydroxy-3-oxo-5b-cholanoic acid,0.658942644,-0.6017752,0.00193723,1.360953945,unchanged
Flurandrenolide,0.658293974,-0.603196103,2.01E-05,1.633847662,unchanged
1-(11Z-docosenoyl)-glycero-3-phosphate,0.657570665,-0.604782155,1.78E-05,1.712339506,unchanged
Capsianoside VI,0.657213263,-0.605566499,0.015077126,1.097152688,unchanged
Decanal,0.657005106,-0.606023513,0.049989644,0.964463808,unchanged
Plastoquinone 3,0.656707125,-0.606677987,0.314862372,0.493530262,unchanged
Glycylserylprolylmethionylphenylalanylvalinamide,0.653873313,-0.612916952,0.019918796,1.117022862,unchanged
LysoPC(17:0),0.652417934,-0.616131654,1.10E-05,1.646757711,unchanged
Germacrenone,0.65188362,-0.61731367,0.002744687,1.305771072,unchanged
Prehumulinic acid,0.651761817,-0.61758326,0.050127289,0.94693489,unchanged
"6,7-Dihydro-4-(hydroxymethyl)-2-(p-hydroxyphenethyl)-7-methyl-5H-2-pyrindinium",0.651002166,-0.619265751,0.133335525,0.725774103,unchanged
(25S)-5beta-spirostan-3beta-ol,0.650888035,-0.6195187,0.000115113,1.571212883,unchanged
Anhydroamarouciaxanthin B,0.650288379,-0.620848452,0.020016612,1.036399844,unchanged
Ethyl 3-hydroxytridecanoate,0.649495998,-0.62260746,0.026020553,1.060836156,unchanged
Stachyose,0.649166588,-0.623339348,0.13764638,0.708885731,unchanged
Butyl (S)-3-hydroxybutyrate [arabinosyl-(1->6)-glucoside],0.647903329,-0.626149525,0.001313262,1.384348761,unchanged
Valganciclovir,0.647326145,-0.627435322,0.02211143,1.039539606,unchanged
"2,2,4-Trimethyl-1,3-dioxolane",0.64693458,-0.628308266,0.003025434,1.301835834,unchanged
Lithocholic acid glycine conjugate,0.646682791,-0.628869876,0.055497493,0.890182926,unchanged
Falcarindiol,0.646676705,-0.628883454,0.056993866,0.905502362,unchanged
"1,2-Benzisothiazol-3(2H)-one",0.646444916,-0.629400653,0.002309451,1.330535595,unchanged
13-Hydroxy-9-methoxy-10-oxo-11-octadecenoic acid,0.646303112,-0.629717157,0.129274065,0.698157396,unchanged
2-Octenedioic acid,0.643912136,-0.635064254,0.02838704,1.028515373,unchanged
alpha-Carboxy-delta-nonalactone,0.643851146,-0.63520091,0.002739554,1.269350323,unchanged
"3alpha,4,7,7alpha-Tetrahydro-4-hydroxy-1H-isoindole-1,3(2H)-dione",0.643785252,-0.635348567,0.005512662,1.230955611,unchanged
Purpurenin,0.643660543,-0.635628062,8.63E-07,1.797796243,unchanged
Isopeonidin 3-rutinoside,0.64294997,-0.637221614,0.086486469,0.805608924,unchanged
Medicagenic acid beta-maltoside,0.642777165,-0.637609418,2.66E-05,1.648392185,unchanged
Sphingosine 1-phosphate (d19:1-P),0.642403938,-0.638447358,0.017840238,1.0372162,unchanged
CE(5:0),0.642045447,-0.639252674,5.21E-05,1.583415826,unchanged
Isobutyryl-L-carnitine,0.641627965,-0.640191073,0.022415536,1.057830823,unchanged
Perillic acid,0.64137777,-0.640753743,0.03983107,1.022019666,unchanged
Cheirotoxol,0.641231651,-0.641082457,0.025725315,1.082179881,unchanged
Eujambolin,0.639979162,-0.643903164,0.006836547,1.251249547,unchanged
E-10-Hydroxydesmethylnortriptyline,0.639493827,-0.644997663,9.58E-05,1.571271753,unchanged
Lycopersiconolide,0.639279503,-0.645481257,0.005630933,1.188155955,unchanged
Vomifoliol 9-[glucosyl-(1->4)-xylosyl-(1->6)-glucoside],0.638718398,-0.646748088,2.60E-06,1.713164796,unchanged
cis-Quinceoxepane,0.638194076,-0.647932878,0.047107575,0.900164363,unchanged
5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid,0.636944778,-0.650759796,0.037997474,0.990346417,unchanged
Pectenotoxin 1,0.636595705,-0.651550671,0.078076923,0.818994757,unchanged
Persicaxanthin,0.635533033,-0.653960982,0.000287053,1.511896919,unchanged
2-Methyl-2-phenyl-undecane,0.635451303,-0.654146524,0.611558558,0.287091759,unchanged
19-Nor-5-androstenediol,0.634432965,-0.65646036,0.035458738,0.963372152,unchanged
10-Formyltetrahydrofolate,0.633276883,-0.659091677,0.528346409,0.350374262,unchanged
Majonoside R1,0.632419756,-0.661045659,0.286045461,0.539073652,unchanged
Prolyl-Glutamine,0.631996032,-0.662012594,0.063877497,0.879661767,unchanged
CDP-DG(16:0/16:0),0.63182426,-0.662404762,0.033904486,1.018033759,unchanged
Nevskin,0.631106174,-0.664045358,0.098091168,0.755407276,unchanged
Metoprolol,0.630937915,-0.664430046,0.021274857,1.031082026,unchanged
1-Stearoylglycerophosphoserine,0.630460822,-0.665521374,0.000222042,1.581288353,unchanged
Tetranor 12-HETE,0.629883057,-0.666844089,8.42E-08,1.794072234,unchanged
1-(3-Methylbutanoyl)-6-apiosylglucose,0.629595395,-0.667503107,0.000934645,1.420642942,unchanged
Caraganoside A,0.6255782,-0.676737856,0.006704185,1.214390138,unchanged
Petasinoside,0.624791805,-0.678552564,0.035515383,0.94749508,unchanged
"6-Methyl-3,5-heptadien-2-one",0.624564126,-0.679078389,0.036806655,0.937569992,unchanged
Ethylene brassylate,0.624269861,-0.679758279,0.064790695,0.877605331,unchanged
"DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",0.62230732,-0.684300879,0.279080337,0.535366247,unchanged
Trioxsalen,0.620609543,-0.688242215,0.001911065,1.373732379,unchanged
(E)-Casimiroedine,0.620536165,-0.688412801,0.117230476,0.699579908,unchanged
Rosmaricine,0.62043693,-0.688643533,0.053045414,0.901851138,unchanged
Lucyobroside,0.620381151,-0.688773241,0.012445197,1.183837287,unchanged
Cortisol,0.62017055,-0.689263077,0.127468027,0.71329948,unchanged
Kuwanon E,0.619932629,-0.689816654,0.074621454,0.846685486,unchanged
Pantoyllactone glucoside,0.619008329,-0.691969274,0.037438607,1.008422724,unchanged
Allantoin,0.618366785,-0.693465266,0.004348662,1.255392835,unchanged
"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.618323486,-0.693566291,0.004436875,1.279849252,unchanged
N-Ethyl trans-2-cis-6-nonadienamide,0.617509422,-0.695466945,0.11090554,0.739625444,unchanged
3-Methyl-2-butenal,0.61731671,-0.695917251,0.26178633,0.553628703,unchanged
(S)-Argpyrimidine,0.616881219,-0.696935371,0.374220235,0.454194671,unchanged
Chloropanaxydiol,0.615929332,-0.699163261,0.000116917,1.53284273,unchanged
Loperamide,0.615858662,-0.699328802,0.032367167,1.003894139,unchanged
p-Menth-3-en-9-al,0.615085995,-0.701139967,0.003376387,1.313934903,unchanged
"1,2,10-Trihydroxydihydro-trans-linalyl oxide 7-O-beta-D-glucopyranoside",0.614488051,-0.702543139,6.62E-05,1.560242626,unchanged
PE(14:1(9Z)/16:1(9Z)),0.614383939,-0.702787592,1.07E-10,1.877909089,unchanged
Repensol,0.61413317,-0.703376569,0.020632634,1.065309542,unchanged
2-Hydroxy-6-pentadecylbenzoic acid,0.612836581,-0.706425679,0.070351022,0.821609749,unchanged
Nomilinic acid 17-glucoside,0.612509455,-0.707195981,0.02605287,1.081026272,unchanged
Okadaic acid,0.612091335,-0.708181151,0.027713091,0.974014708,unchanged
Oenanthic ether,0.61141939,-0.70976579,0.035125417,0.964409536,unchanged
6-Aminocaproic acid,0.610793629,-0.711243081,0.007960357,1.186651978,unchanged
"(E,E)-2,4-Hexadienal",0.610689224,-0.711489707,1.85E-05,1.620054373,unchanged
"(1(10)E,4E,6a,9b)-9-(2-Methylpropanoyloxy)-1(10),4,11(13)-germacratrien-12,6-olide",0.610161505,-0.712736931,0.037553504,1.00525548,unchanged
Smilagenone,0.608929647,-0.715652539,0.001237311,1.360026667,unchanged
Squamosinin A,0.608218149,-0.717339228,0.002314996,1.3266481,unchanged
Choline,0.607890309,-0.718117076,0.277961499,0.520376804,unchanged
LysoPE(0:0/20:0),0.607842201,-0.718231254,8.97E-07,1.726859897,unchanged
Ganoderiol C,0.607647703,-0.718692962,0.020236859,1.042377647,unchanged
"26-Glucosyl-1,3,11,22-tetrahydroxyergosta-5,24-dien-26-oate",0.607229423,-0.719686397,0.060077316,0.838020249,unchanged
Porrigenin A,0.607074769,-0.720053882,0.009731954,1.112997249,unchanged
Hovenidulcigenin A,0.605854253,-0.72295732,9.87E-05,1.539152074,unchanged
Isopersin,0.60419878,-0.726904824,0.106280699,0.754505257,unchanged
Taxifolin 3-arabinoside,0.602929054,-0.729939844,0.004493571,1.276139449,unchanged
Physalolactone,0.602512981,-0.730935772,0.104083304,0.824389415,unchanged
Cucurbitacin D,0.602277267,-0.73150029,1.96E-06,1.704199894,unchanged
Dihydrowyerol,0.601382533,-0.733645128,0.002412946,1.372488201,unchanged
Ponasteroside A,0.600476876,-0.735819405,0.00232508,1.300527418,unchanged
Phomopsin A,0.598682034,-0.740138117,0.017048164,1.088403679,unchanged
LysoPE(0:0/24:0),0.598393757,-0.74083297,0.000291446,1.549300467,unchanged
Avenanthramide 1p,0.598045127,-0.741673744,0.004450486,1.247138777,unchanged
Timolol,0.597940814,-0.741925406,0.009018794,1.185589188,unchanged
Cerebronic acid,0.597917203,-0.741982374,0.02766192,1.086803546,unchanged
Androstenol,0.597742175,-0.742404755,2.99E-05,1.677093824,unchanged
Tricrocin,0.596411939,-0.745618957,0.011540038,1.189222111,unchanged
12-HEPE,0.595486525,-0.747859233,0.008508647,1.175669631,unchanged
Vitamin A2,0.594832633,-0.749444299,4.49E-05,1.543019709,unchanged
Tubocurarine,0.594724504,-0.749706576,0.000353388,1.539692715,unchanged
LysoPC(15:0),0.593935463,-0.751621918,4.12E-06,1.725969843,unchanged
Putranjivain A,0.593675855,-0.752252654,0.005698468,1.25114776,unchanged
"(ent-2b,4S,9a)-2,4,9-Trihydroxy-10(14)-oplopen-3-one 2-(2-methylbutanoate) 9-(3-methyl-2E-pentenoate)",0.59270487,-0.754614184,0.008140183,1.243451222,unchanged
12-Ketoporrigenin,0.592456735,-0.755218292,0.001646342,1.362673432,unchanged
Jimenezin,0.591870755,-0.756645922,0.001815177,1.298134282,unchanged
Methyltestosterone,0.591418532,-0.757748645,0.048463923,0.931581533,unchanged
Tragopogonsaponin K,0.590987482,-0.758800521,0.005096544,1.294556574,unchanged
b-D-Glucuronopyranosyl-(1->3)-a-D-galacturonopyranosyl-(1->2)-L-rhamnose,0.59086916,-0.759089393,0.412955477,0.395910874,unchanged
27-Norcholestanehexol,0.590760882,-0.759353796,4.61E-06,1.769356604,unchanged
"PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))",0.589510595,-0.762410353,0.000612485,1.429186942,unchanged
"2-Propenyl 2,4-hexadienoate",0.589386224,-0.762714754,1.08E-06,1.749070361,unchanged
Asterlingulatoside D,0.588799759,-0.764151015,0.046356335,0.939908427,unchanged
25-Azacholesterol,0.588697144,-0.764402465,0.714747093,0.141428791,unchanged
"1,3-Dipropyl-8-cyclopentylxanthine [DPCPX]",0.588376207,-0.765189188,0.131128077,0.705543824,unchanged
Smilagenin 3-[2''-glucosyl-6''-arabinosylglucoside],0.588297722,-0.765381646,0.021215836,1.064406351,unchanged
16-hydroxy hexadecanoic acid,0.587902457,-0.766351288,0.001455044,1.387880401,unchanged
Blumenol C O-[apiosyl-(1->6)-glucoside],0.585765585,-0.77160466,0.00159906,1.322853451,unchanged
1-(1-Methylethenyl)-4-(1-methylethyl)benzene,0.58417629,-0.77552429,1.03E-06,1.739329735,unchanged
4-Hydroperoxy-2-nonenal,0.583677257,-0.776757241,0.129105088,0.706064304,unchanged
Vitamin D2 3-glucuronide,0.583303418,-0.777681567,0.011650629,1.154024907,unchanged
"LysoPC(18:4(6Z,9Z,12Z,15Z))",0.582230582,-0.780337476,0.000462458,1.474355723,unchanged
"DG(22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",0.582108229,-0.780640682,4.18E-05,1.591882669,unchanged
